EID,Title,Year,Source title,Cited by,DOI,Topic_Category,GBRS_Mentioned,BIPV_Application,Key_Sentences
2-s2.0-85138511974,Modelling of a novel photovoltaics building energy system considering hydrogen vehicles and energy storage; [含有氢能汽车和储能的新型光伏建筑能源系统建模],2022,Xi'an Jianzhu Keji Daxue Xuebao/Journal of Xi'an University of Architecture and Technology,3,10.15986/j.1006-7930.2022.03.012,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,
2-s2.0-85160690085,Energy consumption characteristics and carbon saving potential of central heating in typical cities in Northwest China; [西北典型城市集中供热能耗特征及减碳潜力分析],2022,Xi'an Jianzhu Keji Daxue Xuebao/Journal of Xi'an University of Architecture and Technology,3,10.15986/j.1006-7930.2022.06.004,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85074071574,Dynamic equivalent scheme for main grid of China Southern Power Grid considering feature constraints; [计及特征约束的南方电网主网架动态等值方案],2019,Dianli Zidonghua Shebei/Electric Power Automation Equipment,8,10.16081/j.epae.201909008,Other,None mentioned,Not specified,
2-s2.0-85051540151,State-of-the-art in low carbon community,2018,International Journal of Energy for a Clean Environment,27,10.1615/InterJEnerCleanEnv.2018025415,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85181250143,Improving mechanical properties and sustainability of high-strength engineered cementitious composites (ECC) using diatomite,2024,Materials and Structures/Materiaux et Constructions,23,10.1617/s11527-023-02283-w,Other,None mentioned,Not specified,
2-s2.0-84937039192,A critical review of sustainable built environment development in Iran,2015,Proceedings of the Institution of Civil Engineers: Engineering Sustainability,28,10.1680/ensu.14.00017,Other,None mentioned,Not specified,
2-s2.0-85144054943,"Sustainable hydrocarbon remediation using solar power at Redheugh gasworks, UK",2022,Proceedings of the Institution of Civil Engineers: Civil Engineering,1,10.1680/jcien.22.00144,Other,None mentioned,Not specified,
2-s2.0-85119416106,Prospects of shallow geothermal systems for sustainable heating and cooling of buildings,2021,Proceedings of Institution of Civil Engineers: Energy,2,10.1680/jener.20.00049,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Net-zero-energy buildings have the potential to mitigate climate change through reduced energy use. | The different active and passive technologies involved in the use of heat exchangers for heating and cooling to achieve near net-zero-energy buildings are discussed, along with the different types of ground heat exchangers (GHE) and heat pumps. | A pathway is presented for using GHE to examine net-zero-energy buildings."
2-s2.0-85195700849,Low-speed wind energy devices to facilitate nearly zero energy buildings in urban Pakistan,2024,Proceedings of Institution of Civil Engineers: Energy,1,10.1680/jener.23.00002,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Micro wind turbines, notably vertical axis wind turbines (VAWT), present a promising solution for achieving net-zero energy buildings in urban settings."
2-s2.0-85081660565,Life-cycle cost analysis of retrofit scenarios for a UK residential dwelling,2019,Proceedings of the Institution of Civil Engineers: Engineering Sustainability,11,10.1680/jensu.18.00055,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85150494142,THE INTEGRATION OF ENERGY EFFICIENCY MEASURES IN CONSTRUCTION IN THE CONTEXT OF THE OBJECTIVES OF THE EU'S 2020-2030 HORIZONS: DISTRICT HEATING AND COOLING NETWORKS; [LA INTEGRACIÓN DE MEDIDAS DE EFICIENCIA ENERGÉTICA EN LA EDIFICACIÓN A LA VISTA DE LOS OBJETIVOS DE LA UE PARA LOS HORIZONTES 2020-2030. LAS REDES DISTRICT HEATING AND COOLING],2019,Revista Catalana de Dret Ambiental,2,10.17345/rcda2433,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,
2-s2.0-85002145928,Energy conservation measures for an office building in warm and humid climate,2016,Indian Journal of Science and Technology,1,10.17485/ijst/2016/v9i44/105318,GBRS Comparative Analysis,LEED,Not specified,
2-s2.0-85071006148,Energy and economic analysis of life cycle zero energy building in the temperate region,2019,Tehnicki Vjesnik,8,10.17559/TV-20190226111320,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"Life cycle zero energy buildings (LCZEBs) can present energy use more accurately than net zero energy buildings (NZEBs). | Finally, the LCZEB and NZEB were realized on the condition that high thermal performance materials and high energy efficiency building equipment were adopted in accordance with the principle of maximizing net present value (NPV) and solar energy was fully utilized."
2-s2.0-85197948760,"Building-Integrated Transparent Photovoltaic as a Strategy Towards Net-Zero Energy Building in the Tropics: Considerations, Approach, and Feasibility based on Energy Performance",2024,Enquiry,1,10.17831/enqarcc.v21i1.1219,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,Previous studies have found the potential of Building Integrated Photovoltaic (BIPV) implementation on vertical facades.
2-s2.0-85087823070,Comprehensive evaluation on environmental impact of green buildings considering sustainable development,2020,International Journal of Design and Nature and Ecodynamics,7,10.18280/ijdne.150319,Policy / Regulation,None mentioned,Not specified,
2-s2.0-105021353616,Comprehensive Review of Building Integrated Photovoltaic and Thermal Systems (BIPV/T),2025,International Journal of Energy Production and Management,0,10.18280/ijepm.100207,BIPV Technical Performance,None mentioned,Generic PV / BAPV,"The review also examines supportive policy frameworks for BIPV/T implementation while pinpointing adoption barriers like steep initial investments and incomplete regional policies. | Building integrated photovoltaic and thermal systems (BIPV/T) generate both electricity and thermal energy while enabling nearly zero-energy buildings (NZEBs) to achieve their energy goals. | A search string consisting of the combination of the keywords building integrated photovoltaic and thermal systems (BIPV/T), nearly zero-energy buildings (NZEBs), solar technologies, Aesthetic and Architectural Integration, Energy Efficiency, and Building codes. | This study seeks to provide guidance for researchers, architects, and policymakers to progress BIPV/T integration towards sustainable urban development."
2-s2.0-85060696077,Winter energy consumption in reading space of green library in cold regions,2018,International Journal of Heat and Technology,5,10.18280/ijht.360413,Other,None mentioned,Not specified,
2-s2.0-85208746115,Spatiotemporal patterns and influence factors of coupling coordination between regional final energy electrification and social equity in China; [中国区域终端能源电气化与社会公平耦合协调时空格局及影响因素],2024,Resources Science,2,10.18402/resci.2024.09.10,Policy / Regulation,None mentioned,Not specified,
2-s2.0-85100304084,Designing energy efficient and ecological solar house,2018,Applied Engineering Letters,0,10.18485/aeletters.2018.3.4.4,Other,Passive House,Not specified,
2-s2.0-85214298518,Solar Photovoltaics Efficiencies on Net Zero Energy House at Greater Jakarta,2024,"International Journal on Advanced Science, Engineering and Information Technology",1,10.18517/ijaseit.14.6.19827,Net-Zero / Zero-Energy Buildings,None mentioned,Generic PV / BAPV,"Nonetheless, Indonesia still needs to adopt net-zero energy homes. | Net zero energy buildings, primarily net zero energy houses, are very effective at reducing the consequences of climate change because of their notable reductions in energy consumption and reliance on renewable energy sources. | Research on the most efficient solar PV installation methods for achieving net zero energy homes in Indonesia, particularly Jakarta, still needs to be initiated. | This research aims to find the optimal tilt angle and orientation of solar photovoltaic (PV) energy production on house roofs to achieve the goal of a net-zero energy house."
2-s2.0-105010893275,EVALUATION STUDY OF PHOTOVOLTAIC BUILDING RETROFIT PROJECTS UNDER MULTILEVEL GREY SYSTEM; [多层次灰色体系下光伏建筑改造项目评价研究],2025,Taiyangneng Xuebao/Acta Energiae Solaris Sinica,1,10.19912/j.0254-0096.tynxb.2024-0239,Net-Zero / Zero-Energy Buildings,None mentioned,Façade BIPV,Installing PV on the roof and façade of a typical office building with good lighting conditions can achieve the goal of a“net-zero-energy building”，with an annual self-sufficiency rate of more than 60 percent.
2-s2.0-85151503175,Sustainable and Green Academic Buildings in Al-Azhar University: Case Study,2023,International Journal of Renewable Energy Research,3,10.20508/ijrer.v13i1.13431.g8664,Policy / Regulation,LEED,Not specified,"Egypt's Vision 2030 adopted a strategy for sustainable development (SDS), The primary goals of sustainable design are to decrease resource depletion, including energy, water, and raw materials, and to mitigate environmental damage caused by buildings and facilities over their lifetime; create better building environments, also referred to as green buildings."
2-s2.0-85173084231,Passive Steel House Designed with Usage of Solar Energy Sources and Building Materials,2023,International Journal of Renewable Energy Research,2,10.20508/ijrer.v13i3.14020.g8789,BIPV Economics / LCA,Passive House,Generic PV / BAPV,
